Year;Ticker;Price;PriceFiscal;PDRNG;PDRO;PDRTotal;PNG;PO;TPRNG;TPRO;TPRTotal
2007;CVX;0,238448113;0,238448113;0,008802809;-0,051650219;-0,051621511;;;-0,033052049;-0,096630549;-0,096598492
2008;CVX;-0,232481994;-0,232481994;0,027888518;0,072189833;0,072168626;;;0,041363853;0,036438193;0,036440763
2009;CVX;0,040015938;0,040015938;-0,047973995;-0,048246834;-0,048246706;;;0,121229599;-0,052654765;-0,052555449
2010;CVX;0,169927449;0,169927449;-0,069621048;-0,031326312;-0,031343907;;;-0,071521526;-0,069781939;-0,069783021
2011;CVX;0,153602584;0,153602584;-0,059070002;-0,067857012;-0,067853034;;;0,167846759;-0,007408585;-0,007289611
2012;CVX;0,016221107;0,016221107;0,010287894;-0,021693848;-0,021679071;;;0,017692849;0,004019795;0,004029983
2013;CVX;0,144166794;0,144166794;0,041667518;-0,041865447;-0,041824547;;;-0,00167978;-0,021207718;-0,021192924
2014;CVX;-0,107488754;-0,107488754;-0,007492502;0,021638415;0,021623762;;;-0,001029831;-0,01524565;-0,015234697
2015;CVX;-0,220739597;-0,220739597;0,243197797;0,045646146;0,045754409;;;0,010964535;0,002078172;0,002085098
1985;CLR;;;;;;;;;;
1986;CLR;;;;;;;;;;
1987;CLR;;;;;;;;;;
1988;CLR;;;;;;;;;;
1989;CLR;;;;;;;;;;
1990;CLR;;;;;;;;;;
1991;CLR;;;;;;;;;;
1992;CLR;;;;;;;;;;
1993;CLR;;;;;;;;;;
1994;CLR;;;;;;;;;;
1995;CLR;;;;;;;;;;
1996;CLR;;;;;;;;;;
1997;CLR;;;;;;;;;;
1998;CLR;;;;;;;;;;
2002;CLR;;;;;;;;;;
2003;CLR;;;-0,089743441;0,071159479;0,071108465;0,152648073;-0,095493924;-0,041613383;0,142874315;0,142843284
2004;CLR;;;;;;;;;;
2005;CLR;;;;;;;;;;
2006;CLR;;;0,260745297;0,055636981;0,055665867;0,024026168;0,270364092;0,119690651;-0,006172388;-0,006147892
2007;CLR;;;0,604024154;0,057013866;0,05712727;0,223382005;0,150975285;0,405582718;0,060429;0,060514377
2008;CLR;-0,232467404;-0,232467404;0,175433599;0,007880498;0,007929591;0,396757286;0,05021788;0,553988659;0,019907114;0,020113553
2009;CLR;0,728022023;0,728022023;0,100580194;0,058970221;0,058983742;0,230914573;0,09135672;0,460249735;0,48921751;0,489203267
2010;CLR;0,316353135;0,316353135;0,323788581;0,171987274;0,172041654;0,102704952;0,165010335;0,510152488;0,260231158;0,26036874
2011;CLR;0,125363033;0,125363033;0,431307919;0,35908928;0,359118195;0,426310246;0,331686814;0,264554932;0,372165333;0,372101861
2012;CLR;0,096794476;0,096794476;0,412089211;0,44747792;0,44746349;0,554941797;0,420192086;0,203791115;0,542706142;0,542545533
2013;CLR;0,425981641;0,425981641;0,343349685;0,205507571;0,205566773;0,317335868;0,333361814;0,437937275;0,273645105;0,273716194
2014;CLR;-1,076115734;-1,076115734;0,224016807;0,205326505;0,205335179;0,264518909;0,241129393;0,336182771;0,160644006;0,160734037
2015;CLR;-0,512390978;-0,512390978;0,212929316;-0,045868999;-0,045730647;0,363848071;0,183836241;0,080370988;-0,212486175;-0,212295928
1986;EGN;;;;;;;;;;
1987;EGN;-0,056797598;0,228392907;;;;;;;;
1988;EGN;0,281167391;0;;;;;;;;
1989;EGN;-0,236715629;-0,122374713;;;;;;;;
1990;EGN;-0,070769071;-0,160085415;;;;;;;;
1991;EGN;-0,068992871;0,006920443;;;;;;;;
1992;EGN;0,048790164;0;;;;;;;;
1993;EGN;0,15706189;0,311533288;;;;;;;;
1994;EGN;0,022989518;-0,09531018;;;;;;;;
1995;EGN;0,092206194;-0,033901552;;;;;;;;
1996;EGN;0,226247537;0,098440073;;;;;;;;
1997;EGN;0,273113657;0,393223822;;;;;;;;
1998;EGN;-0,712195376;-0,626838673;;;;;;;;
1999;EGN;-0,0765765;0,063715814;;;;;;;;
2000;EGN;0,577740213;0,384674338;;;;;;;;
2001;EGN;-0,266801278;-0,279313823;;;;;;;;
2002;EGN;0,165961274;0,257222865;;;;;;;;
2003;EGN;0,343565332;0,343565332;;;;;;;;
2004;EGN;0,362386121;0,362386121;;;;;;;;
2005;EGN;-0,484321073;-0,484321073;;;;;;;;
2006;EGN;0,256501637;0,256501637;;;;;;;;
2007;EGN;0,313600201;0,313600201;;;;;;;;
2008;EGN;-0,783859508;-0,783859508;;;;;;;;
2009;EGN;0,46727232;0,46727232;;;;;;;;
2010;EGN;0,030719857;0,030719857;;;;;;;;
2011;EGN;0,035419945;0,035419945;;;;;;;;
2012;EGN;-0,103362513;-0,103362513;;;;;;;;
2013;EGN;0,450492044;0,450492044;;;;;;;;
2014;EGN;-0,104026502;-0,104026502;;;;;;;;
2015;EGN;-0,4417979;-0,4417979;;;;;;;;
1985;EQT;;;;;;;;;;
1986;EQT;0,345646613;0,345646613;;;;;;;;
1987;EQT;-0,548829422;-0,548829422;;;;;;;;
1988;EQT;0,068729332;0,068729332;;;;;;;;
1989;EQT;0,203016148;0,203016148;;;;;;;;
1990;EQT;-0,088107268;-0,088107268;;;;;;;;
1991;EQT;0,072932469;0,072932469;;;;;;;;
1992;EQT;0,206491918;0,206491918;;;;;;;;
1993;EQT;-0,31627948;-0,31627948;;;;;;;;
1994;EQT;-0,300275255;-0,300275255;;;;;;;;
1995;EQT;0,141563564;0,141563564;;;;;;;;
1996;EQT;-0,049190244;-0,049190244;;;;;;;;
1997;EQT;0,173176224;0,173176224;;;;;;;;
1998;EQT;-0,194408444;-0,194408444;;;;;;;;
1999;EQT;0,136210205;0,136210205;;;;;;;;
2000;EQT;0,693147181;0,693147181;;;;;;;;
2001;EQT;-0,672537066;-0,672537066;;;;;;;;
2002;EQT;0,028073034;0,028073034;;;;;;;;
2003;EQT;0,202847652;0,202847652;;;;;;;;
2004;EQT;0,345946584;0,345946584;;;;;;;;
2005;EQT;-0,502780264;-0,502780264;;;;;;;;
2006;EQT;0,129195213;0,129195213;;;;;;;;
2007;EQT;0,243861575;0,243861575;;;;;;;;
2008;EQT;-0,462524163;-0,462524163;;;;;;;;
2009;EQT;0,269332934;0,269332934;;;;;;;;
2010;EQT;0,020730801;0,020730801;;;;;;;;
2011;EQT;0,200407097;0,200407097;;;;;;;;
2012;EQT;0,073690708;0,073690708;;;;;;;;
2013;EQT;0,42016383;0,42016383;;;;;;;;
2014;EQT;-0,170584073;-0,170584073;;;;;;;;
2015;EQT;-0,373037562;-0,373037562;;;;;;;;
1985;XOM;;;;;;;;;;
1986;XOM;0,24067603;0,24067603;;;;;;;;
1987;XOM;-0,609409129;-0,609409129;;;;;;;;
1988;XOM;0,143319399;0,143319399;;;;;;;;
1989;XOM;0,127833372;0,127833372;;;;;;;;
1990;XOM;0,034401427;0,034401427;;;;;;;;
1991;XOM;0,162398149;0,162398149;;;;;;;;
1992;XOM;0,004098366;0,004098366;;;;;;;;
1993;XOM;0,03219594;0,03219594;;;;;;;;
1994;XOM;-0,038349805;-0,038349805;;;;;;;;
1995;XOM;0,281490102;0,281490102;;;;;;;;
1996;XOM;0,196710294;0,196710294;;;;;;;;
1997;XOM;-0,47103273;-0,47103273;;;;;;;;
1998;XOM;0,178235557;0,178235557;;;;;;;;
1999;XOM;0,096862975;0,096862975;;;;;;;;
2000;XOM;0,076156189;0,076156189;0,037957866;0,010824248;0,010847342;;;-0,016509935;0,026380742;0,026345476
2001;XOM;-0,793964951;-0,793964951;-0,053903565;-0,017320021;-0,017351012;;;0,001430974;-0,006073244;-0,006067183
2002;XOM;-0,117592214;-0,117592214;-0,03615175;-0,001665279;-0,001693475;;;-0,004083685;0,028482667;0,028456687
2003;XOM;0,159939762;0,159939762;0,042019792;-0,00389647;-0,003858713;;;-0,017178914;0,021090413;0,021060945
2004;XOM;0,223338654;0,223338654;0,052811433;-0,051058491;-0,050966408;;;0,097235427;-0,102925021;-0,102757642
2005;XOM;0,091472086;0,091472086;0,134035206;-0,041036006;-0,04085745;;;0,102943828;-0,037694432;-0,037555118
2006;XOM;0,310605838;0,310605838;-0,034021559;0,053141456;0,053048656;;;0,009712496;0,033647333;0,033622221
2007;XOM;0,201002815;0,201002815;-0,036103611;0,032939458;0,032871475;;;0,010337151;0,020434938;0,020424523
2008;XOM;-0,160092086;-0,160092086;0,048626431;0,012406934;0,012442012;;;-0,035533517;0,080806506;0,080693783
2009;XOM;-0,157601447;-0,157601447;0,131790071;0,01648842;0,016608928;;;0,031790915;-0,030014512;-0,02995626
2010;XOM;0,069804001;0,069804001;0,158945885;0,03336993;0,033517971;;;0,147492693;0,001886469;0,002038792
2011;XOM;0,147721806;0,147721806;-0,060622435;-0,062686189;-0,062683598;;;-0,033453199;0,046449921;0,046363597
2012;XOM;0,020898548;0,020898548;-0,068309483;-0,205030452;-0,204846315;;;-0,028356067;-0,0779527;-0,077899932
2013;XOM;0,156376475;0,156376475;-0,028723049;0,250165333;0,249814605;;;-0,030574286;0,038928239;0,038855015
2014;XOM;-0,090430799;-0,090430799;-0,025362965;0,009080046;0,009043123;;;-0,035726685;0,035583809;0,035513783
2015;XOM;-0,170600362;-0,170600362;-0,063940799;0,237423664;0,237149468;;;-0,141154645;0,082350386;0,082160608
1985;RRC;;;;;;;;;;
1986;RRC;-0,693147181;-0,693147181;;;;;;;;
1987;RRC;0,877070019;0,877070019;;;;;;;;
1988;RRC;;;;;;;;;;
1989;RRC;;;;;;;;;;
1990;RRC;;;;;;;;;;
1991;RRC;0,31918074;0,31918074;;;;;;;;
1992;RRC;2,514032605;2,514032605;;;;;;;;
1993;RRC;0,534082486;0,534082486;;;;;;;;
1994;RRC;-0,053109825;-0,053109825;;;;;;;;
1995;RRC;0,349375641;0,349375641;;;;;;;;
1996;RRC;0,563272099;0,563272099;;;;;;;;
1997;RRC;-0,052446475;-0,052446475;;;;;;;;
1998;RRC;-1,553348446;-1,553348446;;;;;;;;
1999;RRC;-0,075507553;-0,075507553;;;;;;;;
2000;RRC;0,768654733;0,768654733;0,021017508;-0,038125362;-0,03795583;-0,213530988;-0,099100174;-0,036990849;-0,102792033;-0,102617924
2001;RRC;-0,412764411;-0,412764411;-0,101930563;-0,202020559;-0,201709868;0,029744022;-0,060256139;-0,09495319;-0,229054766;-0,228662525
2002;RRC;0,171271721;0,171271721;0,148033101;0,199752523;0,199588112;-0,028356063;-0,022698256;0,123989696;0,104286386;0,104348564
2003;RRC;0,559615788;0,559615788;0,072164363;0,371836555;0,371034129;0,057080004;0,077040135;0,099656137;0,36379921;0,363059158
2004;RRC;0,772457019;0,772457019;0,521853334;0,106624168;0,107805979;0,15337133;0,216670446;0,6656574;0,144740779;0,146413345
2005;RRC;0,252616936;0,252616936;0,222962157;0,175412181;0,175581433;0,216836089;0,187640594;0,173207795;0,205902018;0,205769618
2006;RRC;0,041641704;0,041641704;0,188674607;0,133599512;0,133805839;0,177843575;0,04167943;0,243698736;0,135696262;0,136150544
2007;RRC;0,626129259;0,626129259;0,268230522;0,219481224;0,21967354;0,174253549;0,061270132;0,243997065;0,216061726;0,216187399
2008;RRC;-0,401093835;-0,401093835;0,156009063;0,041537255;0,042027299;0,243736249;-0,085443188;0,188752539;0,095446548;0,095892557
2009;RRC;0,371252672;0,371252672;0,077437573;-0,045458578;-0,044866444;0,133480407;-0,187611597;0,166560115;0,155451085;0,155506999
2010;RRC;-0,10280055;-0,10280055;0,198287074;-1,010395173;-0,998442533;0,083552766;-0,261236181;0,310436143;-1,304670804;-1,284487773
2011;RRC;0,319948228;0,319948228;0,078756751;0,047085039;0,047629978;0,022089516;-0,00480674;0,117118427;0,305171001;0,300886288
2012;RRC;0,014266492;0,014266492;0,218768558;0,361970878;0,359636617;0,399688843;0,375034786;0,178378479;0,357480151;0,354071151
2013;RRC;0,294067816;0,294067816;0,164310609;0,014965187;0,017407123;0,200104945;0,294430258;0,167331826;0,070189972;0,071964496
2014;RRC;-0,455753844;-0,455753844;0,247494588;-0,074645462;-0,067985612;0,081276622;0,061327354;0,200404767;0,006143209;0,01024125
2015;RRC;-0,775593773;-0,775593773;-0,148621742;0,115114281;0,109511239;0,234314708;0,003556944;-0,182597031;-0,062411638;-0,065038189
1985;MRO;;;;;;;;;;
1986;MRO;;;;;;;;;;
1987;MRO;;;;;;;;;;
1988;MRO;;;;;;;;;;
1989;MRO;;;;;;;;;;
1990;MRO;;;;;;;;;;
1991;MRO;;;;;;;;;;
1992;MRO;-0,350860974;-0,350860974;;;;;;;;
1993;MRO;-0,044451763;-0,044451763;;;;;;;;
1994;MRO;-0,007604599;-0,007604599;;;;;;;;
1995;MRO;0,174658684;0,174658684;;;;;;;;
1996;MRO;0,202417421;0,202417421;;;;;;;;
1997;MRO;0,346148531;0,346148531;;;;;;;;
1998;MRO;-0,113625026;-0,113625026;;;;;;;;
1999;MRO;-0,199058349;-0,199058349;;;;;;;;
2000;MRO;0,116938798;0,116938798;-0,165843971;-0,260244871;-0,260178335;;;-0,202109397;-0,198004535;-0,198007491
2001;MRO;0,077961541;0,077961541;-0,130639426;-0,056618894;-0,056671592;;;-0,079342673;-0,22943948;-0,229323098
2002;MRO;-0,342959903;-0,342959903;0,161197925;0,135955636;0,135973171;;;0,166865662;0,233614851;0,233560935
2003;MRO;0,440993643;0,440993643;-0,211970251;-0,406312925;-0,406162036;;;-0,193098999;-0,219677343;-0,219656305
2004;MRO;0,128038851;0,128038851;-0,039458837;-0,017972242;-0,017990401;;;0,220842054;-0,031637085;-0,031406731
2005;MRO;0,483111967;0,483111967;-0,016125187;0,446079827;0,445770338;;;0,021371379;0,228841572;0,228648146
2006;MRO;0,416826705;0,416826705;-0,08992356;-0,063323119;-0,063336947;-0,110862593;0,158224005;-0,010486138;-0,039107083;-0,039082723
2007;MRO;-0,4186325;-0,4186325;0,340072011;-0,183735984;-0,183382883;0,09531018;-0,130053128;-0,017241806;-0,04069891;-0,040678419
2008;MRO;-0,799494052;-0,799494052;-0,04126445;0,087365171;0,087260658;0,118131286;0,067139303;-0,029115422;-0,0217738;-0,021780265
2009;MRO;0,131976822;0,131976822;-0,206788663;-0,270961426;-0,270910963;-0,039777971;;-0,20715742;-0,053281367;-0,053406507
2010;MRO;0,17066948;0,17066948;0,006779687;0,099475888;0,099404014;-0,094151431;;-0,040072765;-0,052778205;-0,052768586
2011;MRO;-0,235165294;-0,235165294;-0,067175397;0,363808791;0,363549653;-0,012820688;;0,018550598;0,085407527;0,08535825
2012;MRO;0,046395773;0,046395773;-0,084639136;0,04703061;0,046971263;0,037979248;;0,041511929;0,04703061;0,047026688
2013;MRO;0,14092409;0,14092409;-0,0977936;0,031652982;0,031601776;-0,034758633;0;-0,039638217;0,040515669;0,040461073
2014;MRO;-0,221374579;-0,221374579;-0,104693627;-0,263254869;-0,263191204;-0,052817556;1,769286613;-0,034663535;0,310938935;0,310747747
2015;MRO;-0,809605537;-0,809605537;-0,040050687;0,043444037;0,043409257;-0,030983546;-0,173271721;-0,046815371;-0,081930264;-0,081913712
1985;MUR;;;;;;;;;;
1986;MUR;-0,165514438;-0,165514438;;;;;;;;
1987;MUR;-0,083381609;-0,083381609;;;;;;;;
1988;MUR;0,253124384;0,253124384;;;;;;;;
1989;MUR;0,334058234;0,334058234;;;;;;;;
1990;MUR;-0,062325463;-0,062325463;;;;;;;;
1991;MUR;-0,133990846;-0,133990846;;;;;;;;
1992;MUR;0,043172172;0,043172172;;;;;;;;
1993;MUR;0,119346758;0,119346758;;;;;;;;
1994;MUR;0,060624622;0,060624622;;;;;;;;
1995;MUR;-0,023810649;-0,023810649;;;;;;;;
1996;MUR;0,292939313;0,292939313;;;;;;;;
1997;MUR;-0,026191713;-0,026191713;;;;;;;;
1998;MUR;-0,272789914;-0,272789914;;;;;;;;
1999;MUR;0,329957556;0,329957556;;;;;;;;
2000;MUR;0,052001105;0,052001105;0,194868773;0,045323127;0,045395357;;;0,164528403;0,076115033;0,076145183
2001;MUR;0,329683103;0,329683103;-0,039320469;0,001794796;0,001773849;;;0,059426178;0,147425528;0,147395512
2002;MUR;-0,673587231;-0,673587231;-0,289013099;-0,44229776;-0,442215092;;;-0,34300617;-0,489617865;-0,489566341
2003;MUR;0,421439519;0,421439519;-0,119549379;0,095732923;0,095620254;;;-0,156088326;-0,079970747;-0,079998438
2004;MUR;0,20849071;0,20849071;-0,600050086;-0,129794873;-0,129970862;;;-0,513723207;-0,052820727;-0,052950032
2005;MUR;-0,398837029;-0,398837029;-0,376884031;0,032199752;0,032101326;;;-0,152416074;-0,108213585;-0,108223135
2006;MUR;-0,059918722;-0,059918722;-0,099705791;-0,079499208;-0,079503104;-0,14356857;-0,178100869;0,833963499;-0,046101474;-0,045803347
2007;MUR;0,511887007;0,511887007;0,467246528;0,171159594;0,171225356;-0,159427737;0,03546471;0,105962517;0,025001302;0,025044252
2008;MUR;-0,648654421;-0,648654421;0,144241367;0,040821995;0,040849952;-0,054982134;0,298942477;-0,008840588;-0,026152713;-0,026143069
2009;MUR;0,2005682;0,2005682;0,652165836;0,790310929;0,790274214;1,089878609;0,219519421;0,253550845;0,590726528;0,590565691
2010;MUR;0,318789133;0,318789133;0,377863221;-0,083784266;-0,083638873;0,643698905;-0,04021706;0,157250637;-0,017380547;-0,01730401
2011;MUR;-0,290772019;-0,290772019;0,194196166;-0,040268382;-0,040164495;0,248323101;-0,208137911;0,225157149;0,126975861;0,127025135
2012;MUR;0,066118274;0,066118274;-0,007900718;0,11549764;0,115439939;0,072223119;0,091434206;0,0275529;0,170720832;0,170650547
2013;MUR;0,085723114;0,085723114;0,107595975;0,127489644;0,12748099;-0,148130192;0,17133914;0,014494273;0,177972673;0,177903803
2014;MUR;-0,250170112;-0,250170112;0,032412272;0,063695515;0,06368225;0,051034696;0,061466322;0,390501655;-0,114911859;-0,114656849
2015;MUR;-0,811078683;-0,811078683;-0,035852423;0,00768407;0,007666286;-0,042025626;-0,120430769;-0,009370925;0,032074019;0,032047927
1985;OXY;;;;;;;;;;
1986;OXY;-0,1198012;-0,1198012;;;;;;;;
1987;OXY;-0,120627988;-0,120627988;;;;;;;;
1988;OXY;0,04020642;0,04020642;;;;;;;;
1989;OXY;0,154854162;0,154854162;;;;;;;;
1990;OXY;-0,477627554;-0,477627554;;;;;;;;
1991;OXY;-0,027587957;-0,027587957;;;;;;;;
1992;OXY;-0,050189745;-0,050189745;;;;;;;;
1993;OXY;0;0;;;;;;;;
1994;OXY;0,124297717;0,124297717;;;;;;;;
1995;OXY;0,104710954;0,104710954;;;;;;;;
1996;OXY;0,08944506;0,08944506;;;;;;;;
1997;OXY;0,226329913;0,226329913;;;;;;;;
1998;OXY;-0,552163752;-0,552163752;;;;;;;;
1999;OXY;0,248016816;0,248016816;;;;;;;;
2000;OXY;0,114566565;0,114566565;0,092101424;0,648757091;0,648590041;;;0,155358045;0,553120015;0,553020247
2001;OXY;0,089859551;0,089859551;-0,049132689;0,043032316;0,043012567;;;-0,066410559;0,050821747;0,050799152
2002;OXY;0,069871992;0,069871992;-0,037782898;0,046458255;0,046441729;;;-0,009230087;0,037759852;0,037751513
2003;OXY;0,395219479;0,395219479;0,040546094;0,06830089;0,068295743;;;0,235849217;0,033935392;0,03397417
2004;OXY;0,323263084;0,323263084;0,014790738;0,006640531;0,006642028;;;0,137042953;-0,000981836;-0,000950446
2005;OXY;0,313894785;0,313894785;0,08342511;-0,000601866;-0,000585703;;;0,156213377;0,043725438;0,043754425
2006;OXY;-0,49218063;-0,49218063;0,30724926;0,073677846;0,073730608;;;0,091171773;0,049081164;0,049092877
2007;OXY;0,455330665;0,455330665;0,12145546;0;3,27E-05;;;0,008624122;-0,003587448;-0,003583956
2008;OXY;-0,249497662;-0,249497662;0,046164492;-0,065284511;-0,065250795;0,16232734;0,029852963;0,18002036;-0,006761351;-0,006702279
2009;OXY;0,304582952;0,304582952;0,171424397;0,103149117;0,103171707;0,096198148;0,051587369;0,114081344;0,067755864;0,067772303
2010;OXY;0,187226533;0,187226533;0,003924138;0,010179568;0,010177434;0,243062195;0,115919102;0,031118288;0,045443589;0,045438424
2011;OXY;-0,045889177;-0,045889177;0,031356977;-0,202567779;-0,202478138;0,036450505;-0,20343848;0,000563751;-0,209505153;-0,209421475
2012;OXY;-0,201370573;-0,201370573;0,005299697;0,000652529;0,00065453;0,0501741;0,041797129;0,044998869;0,013847897;0,01386187
2013;OXY;0,216201353;0,216201353;-0,041367491;0,007149852;0,007129404;-0,039050515;0,00583092;-0,00035926;0,05308442;0,053060711
2014;OXY;-0,165306258;-0,165306258;-0,21680221;-0,234706256;-0,234698826;-0,311563804;-0,198734586;-0,299125912;-0,193091972;-0,193135424
2015;OXY;-0,17586681;-0,17586681;-0,126619617;-0,172055028;-0,172035564;0,083985656;0,120144312;-0,203231654;-0,30171606;-0,301675856
1985;COP;;;;;;;;;;
1986;COP;-0,031416196;-0,031416196;;;;;;;;
1987;COP;0,175204089;0,175204089;;;;;;;;
1988;COP;0,331357136;0,331357136;;;;;;;;
1989;COP;0,25841169;0,25841169;;;;;;;;
1990;COP;0,034066555;0,034066555;;;;;;;;
1991;COP;-0,08483888;-0,08483888;;;;;;;;
1992;COP;0,045809536;0,045809536;;;;;;;;
1993;COP;0,143432464;0,143432464;;;;;;;;
1994;COP;0,121607132;0,121607132;;;;;;;;
1995;COP;0,041127291;0,041127291;;;;;;;;
1996;COP;0,259825118;0,259825118;;;;;;;;
1997;COP;0,09428243;0,09428243;;;;;;;;
1998;COP;-0,131696866;-0,131696866;;;;;;;;
1999;COP;0,097706666;0,097706666;;;;;;;;
2000;COP;0,190708276;0,190708276;0,396624326;0,995122681;0,99462804;;;0,293401074;1,196057745;1,195404126
2001;COP;0,057812656;0,057812656;0,070233389;0,059952476;0,059958716;;;0,033983573;0,027229405;0,027232427
2002;COP;-0,219375353;-0,219375353;0,540630679;0,34896806;0,349096934;;;0,597043845;0,346365574;0,346493477
2003;COP;0,303825093;0,303825093;-0,027591219;-0,036891589;-0,036884686;;;0,001246106;0,007527727;0,007524115
2004;COP;0,28083391;0,28083391;0,034564748;0,219845348;0,219719213;;;0,097006917;0,098286054;0,098285321
2005;COP;-0,400410531;-0,400410531;0,146143594;0,134213435;0,134220873;;;0,074305737;0,113176078;0,113154253
2006;COP;0,21242978;0,21242978;0,327251699;0,027500804;0,027719976;0,423747153;0,148667458;0,342062643;0,021277398;0,02148564
2007;COP;0,204768674;0,204768674;-0,048381437;-0,100160634;-0,100115668;0,01913934;-0,070466711;-0,053462887;-0,068144335;-0,068133113
2008;COP;-0,533349958;-0,533349958;-0,129199547;-0,599852684;-0,599317262;-0,007134394;-0,033748985;-0,01945046;-0,08770558;-0,087651192
2009;COP;-0,014192909;-0,014192909;0,064075291;0,614600237;0,613996409;-0,020251415;0,128656831;-0,02850076;-0,027354883;-0,027355827
2010;COP;0,287779972;0,287779972;0,0222705;-0,311292847;-0,310967158;-0,051472765;-0,156500857;-0,110243582;-0,368631481;-0,368388745
2011;COP;0,067699819;0,067699819;-0,048029086;-0,001818513;-0,001870361;-0,070092377;-0,382208246;-0,0375349;0,020426739;0,020366713
2012;COP;-0,22840645;-0,22840645;-0,075056725;-0,212551862;-0,212390285;-0,05425059;-0,105360516;-0,064270819;0,301237955;0,300929939
2013;COP;0,197467527;0,197467527;-0,00011919;-0,017257467;-0,017235727;-0,039685397;-0,011560822;0,038702896;0,021146908;0,021159273
2014;COP;-0,022762417;-0,022762417;0,030636199;-0,007356355;-0,007306814;-0,021992334;0,041751795;0,005478394;-0,001046792;-0,00104214
2015;COP;-0,391445683;-0,391445683;-0,136732031;0,002764979;0,002591939;0,014715164;0,032909734;-0,175922562;-0,003777549;-0,003890655
1985;APC;;;;;;;;;;
1986;APC;;;;;;;;;;
1987;APC;0,170869063;0,170869063;;;;;;;;
