Year;Ticker;Price;PriceFiscal;PDRNG;PDRO;PDRTotal;PNG;PO;TPRNG;TPRO;TPRTotal
2007;APA;107,54;107,54;5332427;794554;795442,7378;655667000;90921;7872717;1133710;1135022,12
2008;APA;74,53;74,53;5678727;777092;778038,4545;592045000;92911;7917025;1081144;1082463,504
2009;APA;103,17;103,17;5237265;762688;763560,8775;641967000;101735;7796031;1067248;1068547,339
2010;APA;119,23;119,23;6363000;803000;804060,5;689400000;117900;9867000;1152000;1153644,5
2011;APA;90,58;90,58;6253418;805000;806042,2363;825800000;124100;9722273;1162000;1163620,379
2012;APA;78,5;78,5;5833000;826000;826972,1667;839400000;128800;8464000;1183000;1184410,667
2013;APA;85,94;85,94;4926000;795000;795821;765437000;126515;7338000;1131000;1132223
2014;APA;62,67;62,67;3971360;784770;785431,8933;567321000;116948;6238760;1074269;1075308,793
2015;APA;44,47;44,47;2985290;665063;665560,5483;447141000;106568;3430422;793059;793630,737
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
1985;CVX;38,125;38,125;;;;;;;;
1986;CVX;45,375;45,375;;;;;;;;
1987;CVX;39,625;39,625;;;;;;;;
1988;CVX;45,75;45,75;;;;;;;;
1989;CVX;67,75;67,75;;;;;;;;
1990;CVX;72,625;72,625;;;;;;;;
1991;CVX;69;69;;;;;;;;
1992;CVX;69,5;69,5;;;;;;;;
1993;CVX;87,125;87,125;;;;;;;;
1994;CVX;44,625;44,625;;;;;;;;
1995;CVX;52,375;52,375;;;;;;;;
1996;CVX;65;65;;;;;;;;
1997;CVX;77;77;;;;;;;;
1998;CVX;82,9375;82,9375;;;;;;;;
1999;CVX;86,625;86,625;7002000;3464000;3465167;0;0;9056000;4784000;4785509,333
2000;CVX;84,4375;84,4375;7468000;3406000;3407244,667;0;0;9552000;5001000;5002592
2001;CVX;89,61;89,61;13574000;5863000;5865262,333;0;0;19410000;8524000;8527235
2002;CVX;66,48;66,48;13051000;5696000;5698175,167;0;0;19335000;8668000;8671222,5
2003;CVX;86,39;86,39;14489000;5905000;5907414,833;0;0;20191000;8599000;8602365,167
2004;CVX;52,51;52,51;13380000;5600000;5602230;0;0;19675000;7973000;7976279,167
2005;CVX;56,77;56,77;15488000;5601000;5603581,333;0;0;23434000;8000000;8003905,667
2006;CVX;73,53;73,53;13459000;4867000;4869243,167;0;0;22884000;7806000;7809814
2007;CVX;93,33;93,33;13578000;4622000;4624263;0;0;22140000;7087000;7090690
2008;CVX;73,97;73,97;13962000;4968000;4970327;0;0;23075000;7350000;7353845,833
2009;CVX;76,99;76,99;13308000;4734000;4736218;0;0;26049000;6973000;6977341,5
2010;CVX;91,25;91,25;12413000;4588000;4590068,833;0;0;24251000;6503000;6507041,833
2011;CVX;106,4;106,4;11701000;4287000;4288950,167;0;0;28683000;6455000;6459780,5
2012;CVX;108,14;108,14;11822000;4195000;4196970,333;0;0;29195000;6481000;6485865,833
2013;CVX;124,91;124,91;12325000;4023000;4025054,167;0;0;29146000;6345000;6349857,667
2014;CVX;112,18;112,18;12233000;4111000;4113038,833;0;0;29116000;6249000;6253852,667
2015;CVX;89,96;89,96;15601000;4303000;4305600,167;0;0;29437000;6262000;6266906,167
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
1985;CLR;80;80;;;;;;;;
1986;CLR;;;;;;;;;;
1987;CLR;;;;;;;;;;
1988;CLR;;;;;;;;;;
1989;CLR;;;;;;;;;;
1990;CLR;;;;;;;;;;
1991;CLR;;;;;;;;;;
1992;CLR;;;;;;;;;;
1993;CLR;;;;;;;;;;
1994;CLR;;;;;;;;;;
1995;CLR;;;;;;;;;;
1996;CLR;;;;;;;;;;
1997;CLR;;;;;;;;;;
1998;CLR;;;;;;;;;;
2002;CLR;;;69273;33626;33637,5455;9229000;3810;69947;63281;63292,65783
2003;CLR;;;63327;36106;36116,5545;10751000;3463;67096;73000;73011,18267
2004;CLR;;;;;;;;;;
2005;CLR;;;54257;71259;71268,04283;9006000;5708;108118;98645;98663,01967
2006;CLR;;;70420;75336;75347,73667;9225000;7480;121865;98038;98058,31083
2007;CLR;26,13;26,13;128831;79756;79777,47183;11534000;8699;182819;104145;104175,4698
2008;CLR;20,71;20,71;153536;80387;80412,58933;17151000;9147;318138;106239;106292,023
2009;CLR;42,89;42,89;169782;85270;85298,297;21606000;10022;504080;173280;173364,0133
2010;CLR;58,85;58,85;234699;101272;101311,1165;23943000;11820;839568;224784;224923,928
2011;CLR;66,71;66,71;361265;145024;145084,2108;36671000;16469;1093832;326133;326315,3053
2012;CLR;73,49;73,49;545499;226870;226960,9165;63875000;25070;1341084;561163;561386,514
2013;CLR;112,52;112,52;768969;278630;278758,1615;87730000;34989;2078020;737788;738134,3367
2014;CLR;38,36;38,36;962051;342137;342297,3418;114295000;44530;2908386;866360;866844,731
2015;CLR;22,98;22,98;1190343;326798;326996,3905;164454000;53517;3151786;700514;701039,2977
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
1986;EGN;20,375;19;0;0;;0;0;0;0;
1987;EGN;19,25;23,875;0;0;;0;0;0;0;
1988;EGN;25,5;23,875;0;0;;0;0;0;0;
1989;EGN;20,125;21,125;0;0;;0;0;0;0;
1990;EGN;18,75;18;0;0;;0;0;0;0;
1991;EGN;17,5;18,125;0;0;;0;0;0;0;
1992;EGN;18,375;18,125;0;0;;0;0;0;0;
1993;EGN;21,5;24,75;0;0;;0;0;0;0;
1994;EGN;22;22,5;0;0;;0;0;0;0;
1995;EGN;24,125;21,75;0;0;;0;0;0;0;
1996;EGN;30,25;24;0;0;;0;0;0;0;
1997;EGN;39,75;35,562;0;0;;0;0;0;0;
1998;EGN;19,5;19;0;0;;0;0;0;0;
1999;EGN;18,0625;20,25;0;0;;0;0;0;0;
2000;EGN;32,1875;29,75;0;0;;0;0;0;0;
2001;EGN;24,65;22,5;0;0;;0;0;0;0;
2002;EGN;29,1;29,1;0;0;;0;0;0;0;
2003;EGN;41,03;41,03;0;0;;0;0;0;0;
2004;EGN;58,95;58,95;0;0;;0;0;0;0;
2005;EGN;36,32;36,32;0;0;;0;0;0;0;
2006;EGN;46,94;46,94;0;0;;0;0;0;0;
2007;EGN;64,23;64,23;0;0;;0;0;0;0;
2008;EGN;29,33;29,33;0;0;;0;0;0;0;
2009;EGN;46,8;46,8;0;0;;0;0;0;0;
2010;EGN;48,26;48,26;0;0;;0;0;0;0;
2011;EGN;50;50;0;0;;0;0;0;0;
2012;EGN;45,09;45,09;0;0;;0;0;0;0;
2013;EGN;70,75;70,75;0;0;;0;0;0;0;
2014;EGN;63,76;63,76;0;0;;0;0;0;0;
2015;EGN;40,99;40,99;0;0;;0;0;0;0;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
1985;EQT;38,75;38,75;0;0;;0;0;0;0;
1986;EQT;54,75;54,75;0;0;;0;0;0;0;
1987;EQT;31,625;31,625;0;0;;0;0;0;0;
1988;EQT;33,875;33,875;0;0;;0;0;0;0;
1989;EQT;41,5;41,5;0;0;;0;0;0;0;
1990;EQT;38;38;0;0;;0;0;0;0;
1991;EQT;40,875;40,875;0;0;;0;0;0;0;
1992;EQT;50,25;50,25;0;0;;0;0;0;0;
1993;EQT;36,625;36,625;0;0;;0;0;0;0;
1994;EQT;27,125;27,125;0;0;;0;0;0;0;
1995;EQT;31,25;31,25;0;0;;0;0;0;0;
1996;EQT;29,75;29,75;0;0;;0;0;0;0;
1997;EQT;35,375;35,375;0;0;;0;0;0;0;
1998;EQT;29,125;29,125;0;0;;0;0;0;0;
1999;EQT;33,375;33,375;0;0;;0;0;0;0;
2000;EQT;66,75;66,75;0;0;;0;0;0;0;
2001;EQT;34,07;34,07;0;0;;0;0;0;0;
2002;EQT;35,04;35,04;0;0;;0;0;0;0;
2003;EQT;42,92;42,92;0;0;;0;0;0;0;
2004;EQT;60,66;60,66;0;0;;0;0;0;0;
2005;EQT;36,69;36,69;0;0;;0;0;0;0;
2006;EQT;41,75;41,75;0;0;;0;0;0;0;
2007;EQT;53,28;53,28;0;0;;0;0;0;0;
2008;EQT;33,55;33,55;0;0;;0;0;0;0;
2009;EQT;43,92;43,92;0;0;;0;0;0;0;
2010;EQT;44,84;44,84;0;0;;0;0;0;0;
2011;EQT;54,79;54,79;0;0;;0;0;0;0;
2012;EQT;58,98;58,98;0;0;;0;0;0;0;
2013;EQT;89,78;89,78;0;0;;0;0;0;0;
2014;EQT;75,7;75,7;0;0;;0;0;0;0;
2015;EQT;52,13;52,13;0;0;;0;0;0;0;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
1985;XOM;55,125;55,125;;;;;;;;
1986;XOM;70,125;70,125;;;;;;;;
1987;XOM;38,125;38,125;;;;;;;;
1988;XOM;44;44;;;;;;;;
1989;XOM;50;50;;;;;;;;
1990;XOM;51,75;51,75;;;;;;;;
1991;XOM;60,875;60,875;;;;;;;;
1992;XOM;61,125;61,125;;;;;;;;
1993;XOM;63,125;63,125;;;;;;;;
1994;XOM;60,75;60,75;;;;;;;;
1995;XOM;80,5;80,5;;;;;;;;
1996;XOM;98;98;;;;;;;;
1997;XOM;61,187;61,187;;;;;;;;
1998;XOM;73,125;73,125;;;;;;;;
1999;XOM;80,5625;80,5625;36601000;7259000;7265100,167;0;0;56796000;11260000;11269466
2000;XOM;86,9375;86,9375;38017000;7338000;7344336,167;0;0;55866000;11561000;11570311
2001;XOM;39,3;39,3;36022000;7212000;7218003,667;0;0;55946000;11491000;11500324,33
2002;XOM;34,94;34,94;34743000;7200000;7205790,5;0;0;55718000;11823000;11832286,33
2003;XOM;41;41;36234000;7172000;7178039;0;0;54769000;12075000;12084128,17
2004;XOM;51,26;51,26;38199000;6815000;6821366,5;0;0;60362000;10894000;10904060,33
2005;XOM;56,17;56,17;43678000;6541000;6548279,667;0;0;66907000;10491000;10502151,17
2006;XOM;76,63;76,63;42217000;6898000;6905036,167;0;0;67560000;10850000;10861260
2007;XOM;93,69;93,69;40720000;7129000;7135786,667;0;0;68262000;11074000;11085377
2008;XOM;79,83;79,83;42749000;7218000;7225124,833;0;0;65879000;12006000;12016979,83
2009;XOM;68,19;68,19;48771000;7338000;7346128,5;0;0;68007000;11651000;11662334,5
2010;XOM;73,12;73,12;57173000;7587000;7596528,833;0;0;78815000;11673000;11686135,83
2011;XOM;84,76;84,76;53810000;7126000;7134968,333;0;0;76222000;12228000;12240703,67
2012;XOM;86,55;86,55;50257000;5805000;5813376,167;0;0;74091000;11311000;11323348,5
2013;XOM;101,2;101,2;48834000;7455000;7463139;0;0;71860000;11760000;11771976,67
2014;XOM;92,45;92,45;47611000;7523000;7530935,167;0;0;69338000;12186000;12197556,33
2015;XOM;77,95;77,95;44662000;9539000;9546443,667;0;0;60210000;13232000;13242035
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
1985;RRC;0,312;0,312;;;;;;;;
1986;RRC;0,156;0,156;;;;;;;;
1987;RRC;0,375;0,375;;;;;;;;
1988;RRC;;;;;;;;;;
1989;RRC;;;;;;;;;;
1990;RRC;0,25;0,25;;;;;;;;
1991;RRC;0,344;0,344;;;;;;;;
1992;RRC;4,25;4,25;;;;;;;;
1993;RRC;7,25;7,25;;;;;;;;
1994;RRC;6,875;6,875;;;;;;;;
1995;RRC;9,75;9,75;;;;;;;;
1996;RRC;17,125;17,125;;;;;;;;
1997;RRC;16,25;16,25;;;;;;;;
1998;RRC;3,4375;3,4375;;;;;;;;
1999;RRC;3,1875;3,1875;299436;17884;17933,906;50808000;2247;443783;28817;28890,96383
2000;RRC;6,875;6,875;305796;17215;17265,966;41039000;2035;427667;26002;26073,27783
2001;RRC;4,55;4,55;276162;14066;14112,027;42278000;1916;388927;20679;20743,82117
2002;RRC;5,4;5,4;320224;17176;17229,37067;41096000;1873;440267;22952;23025,37783
2003;RRC;9,45;9,45;344187;24912;24969,3645;43510000;2023;486403;33023;33104,06717
2004;RRC;20,46;20,46;580006;27715;27811,66767;50722121;2512,434;946428;38166;38323,738
2005;RRC;26,34;26,34;724876;33029;33149,81267;63004000;3031;1125410;46892;47079,56833
2006;RRC;27,46;27,46;875395;37750;37895,89917;75267000;3160;1435978;53707;53946,32967
2007;RRC;51,36;51,36;1144709;47015;47205,78483;89594626;3359,668;1832797;66660;66965,46617
2008;RRC;34,39;34,39;1337978;49009;49231,99633;114323436;3084,529;2213546;73336;73704,92433
2009;RRC;49,85;49,85;1445705;46831;47071,95083;130648694;2556,879;2614717;85670;86105,78617
2010;RRC;44,98;44,98;1762766;17050;17343,79433;142033758;1969,05;3566526;23239;23833,421
2011;RRC;61,94;61,94;1907209;17872;18189,86817;145206124;1959,608;4009676;31532;32200,27933
2012;RRC;62,83;62,83;2373604;25667;26062,60067;216554689;2851,312;4792676;45082;45880,77933
2013;RRC;84,31;84,31;2797483;26054;26520,24717;264528254;3827,491;5665645;48360;49304,27417
2014;RRC;53,45;53,45;3583051;24180;24777,17517;286926099;4069,568;6922836;48658;49811,806
2015;RRC;24,61;24,61;3088214;27130;27644,70233;362686707;4084,069;5767441;45714;46675,24017
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
1985;MRO;;;;;;;;;;
1986;MRO;;;;;;;;;;
1987;MRO;;;;;;;;;;
1988;MRO;;;;;;;;;;
1989;MRO;;;;;;;;;;
1990;MRO;;;;;;;;;;
1991;MRO;24,5;24,5;;;;;;;;
1992;MRO;17,25;17,25;;;;;;;;
1993;MRO;16,5;16,5;;;;;;;;
1994;MRO;16,375;16,375;;;;;;;;
1995;MRO;19,5;19,5;;;;;;;;
1996;MRO;23,875;23,875;;;;;;;;
1997;MRO;33,75;33,75;;;;;;;;
1998;MRO;30,125;30,125;;;;;;;;
1999;MRO;24,6875;24,6875;2853000;707000;707475,5;0;0;3787000;874000;874631,1667
2000;MRO;27,75;27,75;2417000;545000;545402,8333;0;0;3094000;717000;717515,6667
2001;MRO;30;30;2121000;515000;515353,5;0;0;2858000;570000;570476,3333
2002;MRO;21,29;21,29;2492000;590000;590415,3333;0;0;3377000;720000;720562,8333
2003;MRO;33,09;33,09;2016000;393000;393336;0;0;2784000;578000;578464
2004;MRO;37,61;37,61;1938000;386000;386323;0;0;3472000;560000;560578,6667
2005;MRO;60,97;60,97;1907000;603000;603317,8333;324000000;70000;3547000;704000;704591,1667
2006;MRO;92,5;92,5;1743000;566000;566290,5;290000000;82000;3510000;677000;677585
2007;MRO;60,86;60,86;2449000;471000;471408,1667;319000000;72000;3450000;650000;650575
2008;MRO;27,36;27,36;2350000;514000;514391,6667;359000000;77000;3351000;636000;636558,5
2009;MRO;31,22;31,22;1911000;392000;392318,5;345000000;0;2724000;603000;603454
2010;MRO;37,03;37,03;1924000;433000;433320,6667;314000000;0;2617000;572000;572436,1667
2011;MRO;29,27;29,27;1799000;623000;623299,8333;310000000;0;2666000;623000;623444,3333
2012;MRO;30,66;30,66;1653000;653000;653275,5;322000000;15000;2779000;653000;653463,1667
2013;MRO;35,3;35,3;1499000;674000;674249,8333;311000000;15000;2671000;680000;680445,1667
2014;MRO;28,29;28,29;1350000;518000;518225;295000000;88000;2580000;928000;928430
2015;MRO;12,59;12,59;1297000;541000;541216,1667;286000000;74000;2462000;855000;855410,3333
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
1985;MUR;29,5;29,5;;;;;;;;
1986;MUR;25;25;;;;;;;;
1987;MUR;23;23;;;;;;;;
1988;MUR;29,625;29,625;;;;;;;;
1989;MUR;41,375;41,375;;;;;;;;
1990;MUR;38,875;38,875;;;;;;;;
1991;MUR;34;34;;;;;;;;
1992;MUR;35,5;35,5;;;;;;;;
1993;MUR;40;40;;;;;;;;
1994;MUR;42,5;42,5;;;;;;;;
1995;MUR;41,5;41,5;;;;;;;;
1996;MUR;55,625;55,625;;;;;;;;
1997;MUR;54,187;54,187;;;;;;;;
1998;MUR;41,25;41,25;;;;;;;;
1999;MUR;57,375;57,375;429000;159600;159671,5;0;0;591600;302200;302298,6
2000;MUR;60,4375;60,4375;521300;167000;167086,8833;0;0;697400;326100;326216,2333
2001;MUR;84,04;84,04;501200;167300;167383,5333;0;0;740100;377900;378023,35
2002;MUR;42,85;42,85;375400;107500;107562,5667;0;0;525200;231600;231687,5333
2003;MUR;65,31;65,31;333100;118300;118355,5167;0;0;449300;213800;213874,8833
2004;MUR;80,45;80,45;182800;103900;103930,4667;0;0;268800;202800;202844,8
2005;MUR;53,99;53,99;125400;107300;107320,9;32900000;33100;230800;182000;182038,4667
2006;MUR;50,85;50,85;113500;99100;99118,91667;28500000;27700;531400;173800;173888,5667
2007;MUR;84,84;84,84;181100;117600;117630,1833;24300000;28700;590800;178200;178298,4667
2008;MUR;44,35;44,35;209200;122500;122534,8667;23000000;38700;585600;173600;173697,6
2009;MUR;54,2;54,2;401600;270000;270066,9333;68400000;48200;754600;313400;313525,7667
2010;MUR;74,55;74,55;586000;248300;248397,6667;130200000;46300;883100;308000;308147,1833
2011;MUR;55,74;55,74;711600;238500;238618,6;166900000;37600;1106100;349700;349884,35
2012;MUR;59,55;59,55;706000;267700;267817,6667;179400000;41200;1137000;414800;414989,5
2013;MUR;64,88;64,88;786200;304100;304231,0333;154700000;48900;1153600;495600;495792,2667
2014;MUR;50,52;50,52;812100;324100;324235,35;162800000;52000;1704700;441800;442084,1167
2015;MUR;22,45;22,45;783500;326600;326730,5833;156100000;46100;1688800;456200;456481,4667
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
1985;OXY;31;31;;;;;;;;
1986;OXY;27,5;27,5;;;;;;;;
1987;OXY;24,375;24,375;;;;;;;;
1988;OXY;25,375;25,375;;;;;;;;
1989;OXY;29,625;29,625;;;;;;;;
1990;OXY;18,375;18,375;;;;;;;;
1991;OXY;17,875;17,875;;;;;;;;
1992;OXY;17;17;;;;;;;;
1993;OXY;17;17;;;;;;;;
1994;OXY;19,25;19,25;;;;;;;;
1995;OXY;21,375;21,375;;;;;;;;
1996;OXY;23,375;23,375;;;;;;;;
1997;OXY;29,312;29,312;;;;;;;;
1998;OXY;16,875;16,875;;;;;;;;
1999;OXY;21,625;21,625;1731000;737000;737288,5;0;0;1892000;1037000;1037315,333
2000;OXY;24,25;24,25;1898000;1410000;1410316,333;0;0;2210000;1803000;1803368,333
2001;OXY;26,53;26,53;1807000;1472000;1472301,167;0;0;2068000;1897000;1897344,667
2002;OXY;28,45;28,45;1740000;1542000;1542290;0;0;2049000;1970000;1970341,5
2003;OXY;42,24;42,24;1812000;1651000;1651302;0;0;2594000;2038000;2038432,333
2004;OXY;58,36;58,36;1839000;1662000;1662306,5;0;0;2975000;2036000;2036495,833
2005;OXY;79,88;79,88;1999000;1661000;1661333,167;0;0;3478000;2127000;2127579,667
2006;OXY;48,83;48,83;2718000;1788000;1788453;0;0;3810000;2234000;2234635
2007;OXY;76,99;76,99;3069000;1788000;1788511,5;261000000;165000;3843000;2226000;2226640,5
2008;OXY;59,99;59,99;3214000;1675000;1675535,667;307000000;170000;4601000;2211000;2211766,833
2009;OXY;81,35;81,35;3815000;1857000;1857635,833;338000000;179000;5157000;2366000;2366859,5
2010;OXY;98,1;98,1;3830000;1876000;1876638,333;431000000;201000;5320000;2476000;2476886,667
2011;OXY;93,7;93,7;3952000;1532000;1532658,667;447000000;164000;5323000;2008000;2008887,167
2012;OXY;76,61;76,61;3973000;1533000;1533662,167;470000000;171000;5568000;2036000;2036928
2013;OXY;95,1;95,1;3812000;1544000;1544635,333;452000000;172000;5566000;2147000;2147927,667
2014;OXY;80,61;80,61;3069000;1221000;1221511,5;331000000;141000;4127000;1770000;1770687,833
