DATE; PX_LAST;PX_CLOSE_1D;CF_CASH_FROM_OPER;EXPLORATION_COST;FINDING_COST_BOE;BS_LT_BORROW;CAPEX_TO_TOTAL_ASSETS;E&P_CAPITAL_EXPENDITURES;CAPITAL_EXPEND;SUCCESS_RATE;PRODUCTIVE_GAS_WELLS_GROSS;PRODUCTIVE_OIL_WELLS_GROSS;DEVEL_WELLS_DRILLED_NET_US;EXPLOR_WELLS_DRILLED_NET_US;PRODUCTIVE_OIL_WELLS_NET_US;PRODUCTIVE_OIL_WELLS_GROSS_US;DEVEL_WELLS_DRILLED_GROSS_US;PRODUCTIVE_GAS_WELLS_NET_US;PRODUCTIVE_GAS_WELLS_GROSS_US;EXPLOR_WELLS_DRILLED_NET;DEVEL_WELLS_DRILLED_NET;PRODUCTIVE_GAS_WELLS_NET;PRODUCTIVE_OIL_WELLS_NET;NET_DEVELOPED_ACREAGE_US;GROSS_DEVELOPED_ACREAGE_US;NET_UNDEVELOPED_ACREAGE_US;GROSS_DEVELOPED_ACREAGE;GROSS_UNDEVELOPED_ACREAGE;NET_UNDEVELOPED_ACREAGE;NET_DEVELOPED_ACREAGE;RESERVE_REPLACEMENT_BOE;OIL_RESERVES_END_YEAR_WORLDWIDE;OIL_RESERVES_END_YR_US;GAS_END_YEAR_WORLD;GAS_RESERVES_END_YR_US;OIL_PRODUCTION_WORLD_MBBL_DY;OIL_PRODUCTION_US_MBBL_DY;GAS_PRODUCTION_WORLD_MMCF_DY;GAS_PRODUCTION_US_MMCF_DY;BOE_END_YEAR_WORLD;BOE_RESERVES_END_YR_US;TOTAL_PRODUCTION_MMBOE;DAILY_PROD_MBOE_US;TOTAL_PRODUCTION_WORLD_MBOE_DY;Dummy;;Tick
28.02.2015;;;-0,0785;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
29.02.2016;;;-0,2532;;;0;;;-0,0245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;INWP 
#NAVN?;;;1,111;;;0;;;-3,446;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EGY 
31.12.1992;;;-1,87;;;6,282;;;-11,621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TG;EGY 
31.12.1993;5,25;5,25;5,949;;;4,506;;;-4,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TG;EGY 
30.12.1994;0,625;5,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TG;EGY 
31.12.1994;;;1,599;;;1,2;;;-4,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TG;EGY 
29.12.1995;0,1875;0,625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TG;EGY 
31.12.1995;;;0,53;;;0;;;-1,854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TG;EGY 
31.12.1996;0,2813;0,1875;-1,708;;;0;;;-0,588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TG;EGY 
31.12.1997;1,9375;0,2813;0,001;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TG;EGY 
31.12.1998;0,8906;1,9375;-15,282;2,73;;0;;;-1,413;58,2418;2;12;;;;;;;;0,53;0;0,4;2,3;;;;30,3;34327,8008;2735,3999;5,8;859,3407;;;0;;0,332;;0;;0,691;;0,1212;;0,332;0;TG;EGY 
31.12.1999;0,625;0,8906;1,052;1,835;;0;;;-1,76;34,4156;2;12;;;;;;;;0,53;0;0,4;2,5;;;;25,3;34322,3984;2731,6001;5,3;67,033;;;0;;0,249;;0,013;;0,661;;0,0917;;0,2512;0;TG;EGY 
29.12.2000;0,375;0,625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TG;EGY 
31.12.2000;;;10,46;1,297;;0;;;-0,577;41,6667;2;13;;;;;;;;0,25;0;0,4;2,8;;;;25,7;1043,1;234,5;5,4;127,1739;;;0;;0,255;;0,044;;0,686;;0,096;;0,2623;0;TG;EGY 
31.12.2001;0,55;0,375;2,961;5,827;0,9508;0;;;-6,795;100;2;18;;;;;;;;1,31;0;0,4;4,3;;;;28,5;1048,6;334,9;6;;;;0,069;;0,246;;0,235;;6,4435;;0,1041;;0,2852;0;;EGY 
31.12.2002;1,47;0,55;0,82;0,573;;15,376;;;-15,814;;2;21;;;;;;;;0;0;0,4;4,8;;;;40,8;1035,1;330,8;9,5;;;;0,0001;;1,016;;0,237;;5,466;;0,3854;;1,056;0;TG;EGY 
31.12.2003;1,4;1,47;22,628;1,653;;3;;;-2,204;;2;21;;;;;;;;0;0;0,4;4,8;;;;40,8;1028,9;325;9,5;;;;0,0001;;3,468;;0,14;;9,034;;1,2742;;3,491;0;TG;EGY 
31.12.2004;3,88;1,4;22,787;5,449;;1,5;;;-14,591;100;2;15;;;;;;;;0,61;0,28;0,4;2,9;;;;26,1;746,8;226,7;4,8;80,2173;;;0,054;;4,026;;0,059;;8,743;;1,4772;;4,036;0;TG;EGY 
30.12.2005;4,24;3,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TG;EGY 
31.12.2005;;;35,901;2,734;;1,5;;;-16,056;;2;15;;;;11;;;2;;;0,4;2,9;;8,9;;33,9;1004,3;493,1;8,2;44,2862;;;0,021;;4,48;;0,047;;7,8305;;1,6381;;4,488;0;TG;EGY 
29.12.2006;6,75;4,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TG;EGY 
31.12.2006;;;61,764;13,81;;5;;;-33,244;100;;15;0;0;1,4;9;0;0,1;1;0;0,56;0,1;3,1;0,8;6,7;;31,7;2439,8;1057,7;7,8;-18,2023;;;0,017;;4,253;;0,03;;5,9938;;1,5542;;4,258;0;TG;EGY 
31.12.2007;4,65;6,75;43,232;15,34;;5;;;-22,573;;1;15;;0;1,4;9;0;0,1;1;0;;0,1;3,1;0,8;6,7;0;31,7;2426,6;1060,8;7,8;113,0921;;;0,061;;4,809;;0,047;;6,2292;;1,7581;;4,8168;0;TG;EGY 
31.12.2008;7,44;4,65;106,578;20,045;11,1983;5;;;-25,705;;1;15;0;0;1,4;9;;0,1;1;0;0;0,1;3,1;0,8;6,7;0;31,7;2432,8;1062,3;7,8;165,8545;;;0,03;;4,984;;0,04;;7,427;;1,8267;;4,991;0;TG;EGY 
31.12.2009;4,55;7,44;23,493;38,721;35,394;0;;;-61,34;26,087;1;17;0,6;0,3;3,6;9;2;0,1;1;0,3;0,6;0,1;3,6;0,8;6,7;0;31,7;2432,8;1062,3;7,8;96,8938;;;0,023;;5,304;;0,016;;7,3668;;1,9371;;5,307;0;TG;EGY 
31.12.2010;7,16;4,55;45,515;14,441;;0;;;-40,012;;6;14;3;0;3;3;3,9;6006;6;0,9;;;;6,7;6,7;0,6;35,4;2412;2412;35,4;74,0625;;;0;;4,698;;0,038;;6,922;;1,7173;;4,705;0;TG;EGY 
30.12.2011;6,04;7,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TG;EGY 
31.12.2011;;;89,585;5,777;14,8382;0;;;-31,973;;7;14;1;0;3,5;3;1;1,6;7;0;;;;1,4;7,3;18,4;36;2439,1;930,9;9,5;70,8453;;0,036;1,925;1,925;5,119;;0,699;;6,3688;0,3568;1,9108;;5,235;0;TG;EGY 
31.12.2012;8,65;6,04;93,958;49,555;50,5148;0;;;-71,915;23,2558;8;14;1;0;0,4;3;1;2,6;8;0;1;;;1,4;7,3;18,4;36;59772,1;18704,1;9,5;175,2323;;0,033;1,544;1,544;4,76;;1,45;;7,7453;0,2903;1,83;;5;0;TG;EGY 
31.12.2013;6,89;8,65;75,401;26,87;51,4751;0;;;-66,879;11,5385;8;14;0;0;0,4;8;0;2,6;3;0;0,3;0;3,1;1,4;7,3;18,4;36;59772,1;18704,1;9,5;81,838;;0,026;1,333;1,333;4,24;;0,89;;7,4542;0,2482;1,6024;;4,39;0;TG;EGY 
31.12.2014;4,56;6,89;23,39;15,358;229,2239;15;;;-92,179;42,8571;5;11;0;0;0,8;4;0;2,1;5;0;0,3;2,1;2,8;1,4;7,9;11,9;36,6;1750,1;699,9;9,5;174,895;;0;1,406;1,406;3,7;;0,62;;8,4943;0,2344;1,3907;;3,81;0;TG;EGY 
31.12.2015;1,6;4,56;38,875;28,052;;15;71,7533;88,944;-88,944;64,2857;2;14;0;0;0;1;0;2;2;0;1,8;2;3,9;0,7;0,7;10,7;29,4;1748,9;698,7;8,8;-223,6374;;0;1,053;1,053;4,61;;0,5;;3,031;0,1755;1,7119;;4,69;0;TG;EGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EGY 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EGY 
#NAVN?;;;-0,8027;;;0;;;-0,8152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
31.12.2007;5,1458;5,1458;-3,512;;;0;;;-3,486;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;ZN 
31.12.2008;4,9905;5,1458;-3,398;;;0;;;-2,695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;ZN 
31.12.2009;6,0861;4,9905;-3,774;;;0;;;-18,528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;ZN 
31.12.2010;4,5088;6,0861;-5,075;;;0;;;-24,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;ZN 
30.12.2011;2,21;4,5088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;ZN 
31.12.2011;;;-5,441;;;0;;;-19,714;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;ZN 
31.12.2012;1,7699;2,21;-8,782;;;0;;;-2,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;ZN 
31.12.2013;1,41;1,7699;-4,648;;;0;;;-1,317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;ZN 
31.12.2014;1,37;1,41;-6,443;;;0;;;-1,548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;ZN 
31.12.2015;1,86;1,37;-5,581;;;0;;;-1,132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZN 
#NAVN?;;;9,5263;;;3,36;;;-22,6954;;;;;;;;;;;;10,9;;;;;;;;;;;;;;;1,0382;;3,0815;;;;0;1,5518;1,5518;0;;REXX 
31.12.2006;;;12,3039;;;45,4426;;;-93,987;100;507;1472;;;;;;;;2,5;37,7;196;1442;;;;91,724;302,144;99,148;70,984;;;;;17,2;1,6095;;3,0397;;;14,4667;0,7724;2,1161;2,1161;0;TG;REXX 
31.12.2007;11,93;11,93;-8,695;2,948;8,624;27,207;-12,1813;-32,678;-40,341;100;481;1460;46,3;68,3;1433;1460;57;200;481;68,3;46,3;200;1433;54,381;96,593;104,543;96,593;344,164;104,543;54,381;239,3414;;;18,5485;18,5485;2,2325;2,2325;3,1781;3,1781;15,8677;15,8677;1,0082;2,7622;2,7622;0;TG;REXX 
31.12.2008;2,94;11,93;32,428;5,571;1,8903;15;45,2309;136,6;-136,626;100;448;1465;54,1;7;1453;1465;56;203;448;7;54,1;203;1453;44,948;79,467;60,858;79,467;91,951;60,858;44,948;-225,0389;;;30,0195;30,0195;2,1265;2,1265;2,8408;2,8408;10,9969;10,9969;0,9516;2,6;2,6;0;TG;REXX 
31.12.2009;12;2,94;20,774;6,21;1,5481;23,049;0,0167;0,0509;-50,87;100;452;1418;23;5;1404;1418;23;205;452;5;23;205;1404;44,611;84,503;52,769;84,503;87,236;52,769;44,611;1108,4012;;;56,1632;56,1632;1,9726;1,9726;4,1384;4,1384;20,8705;20,8705;0,9795;2,6836;2,6836;0;TG;REXX 
31.12.2010;13,65;12;34,102;36,008;1,8952;10,12;0,041;0,1667;-150,398;90,1316;461;1365;18,9;8,5;1351;1365;28;205;461;8,5;18,9;205;1351;93,928;152,243;55,396;152,243;114,635;55,396;93,928;1145,8612;;;127,6218;127,6218;1,8947;1,8947;8,4619;8,4619;33,6131;33,6131;1,2319;3,375;3,375;0;TG;REXX 
30.12.2011;14,76;13,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TG;REXX 
31.12.2011;;;64,507;113,075;4,3533;225,138;0,0372;0,2237;-275,394;97,1591;512;1336;9,6;24,6;1322;1336;19;231;512;24,6;9,6;231;1322;59,3;119,6;69,6;119,6;104,4;69,6;59,3;1256,8995;;;274,2923;274,2923;1,9026;1,9026;24,4171;24,4171;61,0314;61,0314;2,37;6,4931;6,4931;0;TG;REXX 
31.12.2012;13,02;14,76;45,705;128,748;3,9296;250,991;30,9112;238,854;-230,34;98,3819;533;1344;11,2;19,2;1330;1344;14;246;533;19,2;11,2;246;1330;68;127,3;72,4;127,3;114,7;72,4;68;1125,6081;9,3757;9,3757;371,7164;371,7164;2,0002;2,0002;49,226;49,226;103,0083;103,0083;4,0929;11,1828;11,1828;0;TG;REXX 
31.12.2013;19,71;13,02;108,316;231,112;4,4379;409,137;34,0544;337,614;-322,788;100;568;1231;3,7;45;1217;1231;4;272;568;45;3,7;272;1217;78,5;128,5;100,3;128,5;138,6;100,3;78,5;784,5886;8,6196;8,6196;521,2828;521,2828;2,5048;2,5048;64,2377;64,2377;141,6308;141,6308;5,6417;15,4567;15,4567;0;TG;REXX 
31.12.2014;5,1;19,71;162,706;316,235;3,6226;675,251;39,2202;549,758;-560,845;100;610;1292;19,2;30,4;1275;1292;29;303;610;30,4;19,2;303;1275;103;157,2;317,3;157,2;351,3;317,3;103;964,2497;9,6847;9,6847;839,1851;839,1851;3,1263;3,1263;101,4005;101,4005;222,8014;222,8014;9,3921;25,7317;25,7317;0;TG;REXX 
31.12.2015;1,05;5,1;30,885;158,318;6,6433;786,528;17,6538;193,928;-249,341;100;639;1180;11,3;15,2;1160;1180;22;317;639;15,2;11,3;317;1160;156,905;213,007;242,416;213,007;269,723;242,416;156,905;-818,3143;5,3171;5,3171;406,4628;406,4628;3,1017;3,1017;122,2103;122,2103;113,4075;113,4075;11,9125;32,6369;32,6369;0;TG;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;REXX 
