Dates,Mean,Vol,Skew,Kurt,TTM,VolsAnnual,DateStr
726523,-5.58626806382038e-05,0.00030929707842987,-5.24690713503858,98.0113049232092,-0.063013698630137,0.279182491865674,24-Feb-1989
726526,-1.67892668812079e-05,0.000250480674736514,-4.55569389882791,86.1492423182461,-0.0547945205479452,0.251239188888998,27-Feb-1989
726527,-1.93701329599912e-05,0.000208534096350894,-2.57881954002955,66.1355417518174,-0.0520547945205479,0.229239159570143,28-Feb-1989
726528,-3.890643179807e-06,0.00019229469150272,-3.02317243171028,71.8185828826427,-0.0493150684931507,0.220132374399327,01-Mar-1989
726529,5.37954063542277e-06,0.000173755860837805,-4.47297961261424,92.5911249228613,-0.0465753424657534,0.209252185009206,02-Mar-1989
726530,1.77375364242802e-07,0.000170638042506548,-4.06293314586132,86.4258312476203,-0.0438356164383562,0.207366310454833,03-Mar-1989
726533,0.000147333202804506,6.24508719427774e-05,-7.59511435813773,156.870749325121,-0.0356164383561644,0.125449670105505,06-Mar-1989
726534,4.21793307491408e-05,0.000112678157018229,-3.89442073981555,75.8187199154619,-0.0328767123287671,0.168507850169046,07-Mar-1989
726535,6.65517117478025e-05,9.38850917523852e-05,-5.33008805832284,99.5758467162485,-0.0301369863013699,0.15381496390664,08-Mar-1989
726536,0.000106902308511309,6.27173172739882e-05,-7.10095330370537,141.672470443177,-0.0273972602739726,0.125716999459282,09-Mar-1989
726537,0.000145257965031021,2.34156086243094e-05,-12.0894220066693,339.589349304476,-0.0246575342465753,0.0768162311840796,10-Mar-1989
726547,0.000149496304568623,0.000206894472313084,-3.41033216036037,73.1276225195311,-0.0821917808219178,0.228336171078735,20-Mar-1989
726554,7.23287270186119e-05,0.000182791335808025,-5.72430577541994,111.413175096389,-0.063013698630137,0.214623895742348,27-Mar-1989
726555,1.81127025644337e-05,0.000209493888153195,-4.12320909298849,82.4313958114111,-0.0602739726027397,0.229766098053227,28-Mar-1989
726556,-1.75470331137795e-06,0.000161527496654794,-6.10706362738591,113.865982651617,-0.0575342465753425,0.201754626110551,29-Mar-1989
726557,8.01251379547697e-05,0.000141276010049665,-7.42249790177042,151.238575097539,-0.0547945205479452,0.188683742099089,30-Mar-1989
726558,-6.16516573746253e-05,0.000221802174580702,-4.0592117962903,82.1014105019391,-0.0520547945205479,0.23641943235347,31-Mar-1989
726561,-2.49204552867514e-05,0.000190609644288175,-3.88055083541587,82.7282814587311,-0.0438356164383562,0.219165760009679,03-Apr-1989
726562,2.83390841012292e-05,0.000151946384123947,-5.71597125681101,115.489616095915,-0.0410958904109589,0.195679556416184,04-Apr-1989
726563,-6.60056275510987e-07,0.000161068097452891,-4.33485984451102,91.7274141277861,-0.0383561643835616,0.201467517377191,05-Apr-1989
726564,-6.95738356777575e-06,0.00015499877250267,-3.90107959814895,86.2704246620128,-0.0356164383561644,0.197635246529239,06-Apr-1989
726565,4.97579385048933e-05,0.000107307828398586,-6.01374146639566,126.952760231238,-0.0328767123287671,0.16444322046361,07-Apr-1989
726582,-0.000130539189434563,0.000336555322552951,-3.48599592631447,72.8164728482374,-0.0684931506849315,0.291224898117149,24-Apr-1989
726585,-8.27418197941621e-05,0.000263028214802617,-4.78568056682112,91.3082089369872,-0.0602739726027397,0.257455064293285,27-Apr-1989
726586,-2.95288310242251e-05,0.000212627723778983,-4.81619059318158,92.9969550463324,-0.0575342465753425,0.231478263325747,28-Apr-1989
726589,-2.79761802569627e-05,0.0001930200630243,-3.6895565792043,77.4080394585696,-0.0493150684931507,0.220547173824839,01-May-1989
726590,-6.37464843521775e-05,0.000222560972344029,-3.3439341180177,73.6139837609515,-0.0465753424657534,0.236823489186979,02-May-1989
726591,-8.67234874470643e-05,0.000226716441643526,-4.09527904765722,80.9543714958794,-0.0438356164383562,0.239024147931059,03-May-1989
726592,-3.86103970271228e-05,0.000188939942354014,-5.63847281804296,107.46103016943,-0.0410958904109589,0.218203724700592,04-May-1989
726593,-6.71977535365498e-05,0.000195166419168667,-3.89699252590675,81.7966022560016,-0.0383561643835616,0.221770010665338,05-May-1989
726596,-8.84613198068743e-05,0.000182377985110451,-2.35316380254831,67.1900410796651,-0.0301369863013699,0.214381091162056,08-May-1989
726597,-4.61151772127713e-05,0.000150768025426126,-4.19072491603088,87.4142652383013,-0.0273972602739726,0.194919322816861,09-May-1989
726598,-9.57002117029061e-05,0.00017045414423548,-2.71695612783807,70.5656833187294,-0.0246575342465753,0.207254539992109,10-May-1989
726599,-1.20011600362768e-05,0.000109353203808816,-6.03190104844429,123.35620768161,-0.0219178082191781,0.166003034188601,11-May-1989
726600,2.56106563947499e-05,5.51980697048595e-05,-0.597532092750927,62.340056115934,-0.0191780821917808,0.117940296614959,12-May-1989
726610,-0.000185249649904861,0.000355038001642608,-1.66916991083572,57.2122832610501,-0.0767123287671233,0.299114654294866,22-May-1989
726611,-0.000196475198626221,0.00036270738282525,-3.19107450588993,71.2634511256463,-0.073972602739726,0.302328067621852,23-May-1989
726612,-0.000117217856359488,0.000339759253504333,-2.37198892304394,60.0834343352785,-0.0712328767123288,0.292607812409532,24-May-1989
726613,-0.000104772961248527,0.00032890910285066,-2.10571945158477,58.5013436086017,-0.0684931506849315,0.287897714333349,25-May-1989
726614,-7.23513218875296e-05,0.000287978563067468,-2.25096975734828,61.4772286133552,-0.0657534246575342,0.269389305454025,26-May-1989
726618,-8.5643138872888e-05,0.000257140396019794,-3.63390530662919,73.5437741007658,-0.0547945205479452,0.254557223030477,30-May-1989
726619,-0.000101895738896496,0.0002379571703242,-4.78079163259769,99.1889092472321,-0.0520547945205479,0.244877942905641,31-May-1989
726620,2.42368298389284e-05,0.000178882375694762,-2.81285858398765,65.5584236885242,-0.0493150684931507,0.212316647192537,01-Jun-1989
726621,-8.62323243659953e-05,0.000205890233827785,-6.92148362663469,157.457277128043,-0.0465753424657534,0.227781340158938,02-Jun-1989
726624,-8.17038684068307e-07,0.000112090030767196,-6.46337450385785,119.915546073167,-0.0383561643835616,0.168067509511307,05-Jun-1989
726625,5.92575513412433e-05,0.000100639738577666,-6.38447170471162,124.489239137884,-0.0356164383561644,0.159252045894462,06-Jun-1989
726626,-1.72651476055644e-05,0.000120962157766772,0.422117771923805,57.2746297595204,-0.0328767123287671,0.174592278630031,07-Jun-1989
726627,3.89412201760096e-06,0.000106378462935,-0.686171618220411,59.7272916796435,-0.0301369863013699,0.163729571732232,08-Jun-1989
726628,1.80579791681117e-06,9.84859314425529e-05,-0.190359396329941,59.5489187128904,-0.0273972602739726,0.157538740389541,09-Jun-1989
726638,-0.000205686864690316,0.000402206810767754,-3.8085386862302,77.3689983189733,-0.0821917808219178,0.318364753566525,19-Jun-1989
726639,-0.000211108920474983,0.000390528590642427,-3.46091687591567,72.9250238886352,-0.0794520547945206,0.313708789870306,20-Jun-1989
726640,-9.74760656475637e-05,0.000291297176557393,-2.67087532883489,67.3664608949117,-0.0767123287671233,0.270937056329441,21-Jun-1989
726641,-8.99168635845059e-06,0.00026681972892321,-2.555501995066,61.8997812309098,-0.073972602739726,0.259304014023403,22-Jun-1989
726642,2.58902314762931e-05,0.000228983288865168,-3.76232256693519,75.8886194803531,-0.0712328767123288,0.240216129337775,23-Jun-1989
726645,0.000116800184745874,0.000138417389006752,-6.55919322155851,131.262399087171,-0.063013698630137,0.186765044988888,26-Jun-1989
726646,0.00011320613338614,0.000121722618900689,-7.52021242850226,156.234934226482,-0.0602739726027397,0.175140229424806,27-Jun-1989
726647,9.89889089908605e-05,0.000131999497586901,-3.81729358898905,81.6346212902007,-0.0575342465753425,0.18238386275079,28-Jun-1989
726648,0.000114087770209951,0.000109635584394843,-5.06629449289385,102.840483790501,-0.0547945205479452,0.1662172291536,29-Jun-1989
726649,0.000135140160133498,9.63875969476495e-05,-5.43465261238428,112.84987310147,-0.0520547945205479,0.15585144988356,30-Jun-1989
726654,0.000129314110699687,5.89791896472849e-05,-9.27346844777254,218.831905654853,-0.0383561643835616,0.121912902480073,05-Jul-1989
726656,0.000105349481982577,3.14420242981958e-05,-3.77856203785641,102.673829470592,-0.0328767123287671,0.0890134266453401,07-Jul-1989
726670,3.97547100795122e-05,0.000213241632868713,-3.70037167197208,85.0153093768415,-0.0794520547945206,0.231812190108535,21-Jul-1989
726673,0.00014441478034278,0.000185401758812794,-0.216754966367142,50.0793129738468,-0.0712328767123288,0.216150973212762,24-Jul-1989
726674,-1.55841238568312e-05,0.000239125224051102,-5.03677121650284,105.063275742448,-0.0684931506849315,0.245478219931785,25-Jul-1989
726675,-8.39886820536606e-05,0.000271033691912512,-2.03328716506126,60.6403917256731,-0.0657534246575342,0.261343625064689,26-Jul-1989
726676,-8.86522482162695e-05,0.000261756364660235,-1.44720200292271,56.7589856353686,-0.063013698630137,0.256831859188807,27-Jul-1989
726677,-1.60498698053035e-05,0.000221993559761963,-2.96312410230131,69.6592148434949,-0.0602739726027397,0.236521409305827,28-Jul-1989
726680,-2.49444312200198e-05,0.000209756506763334,-1.37072262075835,53.4328095984822,-0.0520547945205479,0.229910068732016,31-Jul-1989
726681,-4.55876185080568e-05,0.000204981494370849,0.00402565715622239,52.6495415356704,-0.0493150684931507,0.227278104051961,01-Aug-1989
726682,-4.90217555174194e-05,0.000172710991352565,-0.141921198544929,54.1775328163587,-0.0465753424657534,0.208622074145682,02-Aug-1989
726683,8.11626296475019e-06,0.000140325701853391,-3.45825608051854,77.8407169685602,-0.0438356164383562,0.188048070628376,03-Aug-1989
726684,0.000155151658852274,0.000100603693953458,-0.542086510189919,49.0374363786074,-0.0410958904109589,0.159223524883327,04-Aug-1989
726687,-5.41300722242996e-05,0.000123912646717739,1.58040924085313,54.3429565990342,-0.0328767123287671,0.176708763146795,07-Aug-1989
726688,-2.37379347306908e-05,0.00011740816336848,0.759458271158106,52.2093567532081,-0.0301369863013699,0.172008305522893,08-Aug-1989
726689,2.82809378000196e-05,9.1102513134677e-05,0.0108320003423753,53.3121585190817,-0.0273972602739726,0.151518425644997,09-Aug-1989
726690,4.48051080253593e-05,5.71511458724172e-05,1.58260421425116,57.3970136007466,-0.0246575342465753,0.120008702850456,10-Aug-1989
726691,2.46429942420015e-05,7.57105292183882e-05,-1.38267018002964,58.0104364923168,-0.0219178082191781,0.138126946549302,11-Aug-1989
726701,0.000116658493906478,0.000169241651182774,-1.65868170904599,58.6709325753913,-0.0794520547945206,0.206516091620142,21-Aug-1989
726702,8.55200986777591e-05,0.000172951156343795,-2.90724367778679,73.5969493339164,-0.0767123287671233,0.208767074508018,22-Aug-1989
726703,1.7164423839179e-05,0.000189457411239194,-3.03889763751492,64.7107924461532,-0.073972602739726,0.21850232866557,23-Aug-1989
726704,9.23719892827192e-05,0.000184636683861036,-2.29350290767959,60.8455214614645,-0.0712328767123288,0.215704530163326,24-Aug-1989
726705,9.15961069119037e-05,0.000171620941324209,-2.1804393068849,60.3492720594889,-0.0684931506849315,0.207962682262228,25-Aug-1989
726708,0.000140422610328814,0.000134990353837731,-3.62045831454483,76.2432972963635,-0.0602739726027397,0.184438524086234,28-Aug-1989
726709,0.00012083585371514,0.000137431943949639,-3.58935990515119,75.2734597595481,-0.0575342465753425,0.186099032440551,29-Aug-1989
726710,0.000158023112618919,0.000100968305935446,-5.13341155652481,102.600784044892,-0.0547945205479452,0.159511796102146,30-Aug-1989
726711,0.000142452332316957,8.51317685155849e-05,-6.26641264123115,123.2543789548,-0.0520547945205479,0.146469128712939,31-Aug-1989
726712,0.000172896450698307,7.08805862857283e-05,-6.9295147974414,144.213254200452,-0.0493150684931507,0.133648448341174,01-Sep-1989
726716,0.000154953465808628,5.10047820463992e-05,-9.24189157543517,214.755473249399,-0.0383561643835616,0.113371976588982,05-Sep-1989
726717,7.50876384817167e-05,9.19068349683494e-05,-6.62304311231881,131.474040927826,-0.0356164383561644,0.152185815410057,06-Sep-1989
726718,0.000124989227633491,5.12614935699421e-05,-9.97805310851244,240.503863372728,-0.0328767123287671,0.113656924028523,07-Sep-1989
726730,0.000232091677540405,0.000222062080415613,-3.32641696659927,68.0698594833605,-0.0821917808219178,0.236557908903368,19-Sep-1989
726732,0.000183136002092414,0.000176881854646798,-4.72587654189896,88.8432270756599,-0.0767123287671233,0.211126093534156,21-Sep-1989
726733,5.57892526430535e-05,0.000216002299033882,-3.45323961727739,70.9033340435149,-0.073972602739726,0.233307906759583,22-Sep-1989
726736,7.7122531651286e-05,0.000185858530940424,-4.49957755159997,82.9576507169774,-0.0657534246575342,0.21641707371875,25-Sep-1989
726737,5.5831681745053e-05,0.000179233514989226,-4.75376871858233,88.7883396064346,-0.063013698630137,0.212524929778332,26-Sep-1989
726738,0.000108220122113469,0.000134998173168504,-3.42259290151247,73.1052426927906,-0.0602739726027397,0.184443865819558,27-Sep-1989
726739,0.000124642867978611,0.000111653076864467,-7.14157312158718,144.000656592067,-0.0575342465753425,0.167739605847414,28-Sep-1989
726743,0.000122299862814338,8.09957171073421e-05,-6.62297042629086,131.632071131668,-0.0465753424657534,0.142866793591269,02-Oct-1989
726744,-1.8329475611655e-05,6.55873644232092e-05,-9.2646752083952,183.349329904689,-0.0438356164383562,0.128561331023946,03-Oct-1989
726745,1.95110215219101e-05,6.10215154806156e-05,-9.37734989945801,192.740655647485,-0.0410958904109589,0.124005733339693,04-Oct-1989
726746,0.000100042300532708,7.0877277141526e-05,-7.34196834003081,147.075237162134,-0.0383561643835616,0.133645328536633,05-Oct-1989
726747,8.6694202716198e-05,6.99614541139234e-05,-7.09190417135226,140.690446450457,-0.0356164383561644,0.132779088853286,06-Oct-1989
726750,9.20511253022284e-05,5.13071873985124e-05,-8.91164675283454,195.756932951691,-0.0273972602739726,0.11370756889682,09-Oct-1989
726751,0.000102312931404297,3.63559292496188e-05,-11.0835264620996,281.410219030525,-0.0246575342465753,0.095716739240866,10-Oct-1989
726752,9.90494818311369e-05,3.19524087740904e-05,-12.1209596469022,327.110057645871,-0.0219178082191781,0.0897329761630071,11-Oct-1989
726753,0.000107011773010837,1.74451047641227e-05,-16.0229703038625,569.193148240306,-0.0191780821917808,0.0663035926670563,12-Oct-1989
726761,-1.2336296711226e-05,0.000150250601280251,-4.46316085248917,83.0588873678873,-0.0821917808219178,0.194584561367605,20-Oct-1989
726764,8.98054266016412e-05,0.000163243955032073,-2.45265139946251,65.4181251696511,-0.073972602739726,0.202823757652013,23-Oct-1989
726765,0.000102358000144094,0.000150871246043241,-2.70225584989224,67.7740013125553,-0.0712328767123288,0.194986035404838,24-Oct-1989
726766,9.65376404381438e-05,0.000146283709256924,-2.52565661652784,66.1177732430962,-0.0684931506849315,0.191998684195347,25-Oct-1989
726767,5.84112584532085e-05,0.000156551046068715,-1.67763146295356,58.7841703522295,-0.0657534246575342,0.198622414669936,26-Oct-1989
726768,9.34223042780482e-05,0.000140532423964177,-3.09581344040223,71.7815276972738,-0.063013698630137,0.188186532033971,27-Oct-1989
726771,7.97750214782205e-05,0.000133946729080937,-3.15300617715517,72.5828202701193,-0.0547945205479452,0.183724183841965,30-Oct-1989
726772,0.000101101270860879,0.000117950967441558,-4.19484093923219,87.1677984859519,-0.0520547945205479,0.172405463356799,31-Oct-1989
726778,0.000167559921010895,3.07473738062234e-05,-14.6066782370445,485.924643588768,-0.0356164383561644,0.0880246454077964,06-Nov-1989
726779,0.000126242944836797,5.18199167998329e-05,-11.5881500311233,304.005655965921,-0.0328767123287671,0.114274314846154,07-Nov-1989
726780,0.000140770301593315,3.50815926141245e-05,-13.5896750930174,410.463641884174,-0.0301369863013699,0.0940242593098152,08-Nov-1989
726781,0.000137604564599213,2.64953515510694e-05,-15.2746105378256,519.446304581902,-0.0273972602739726,0.0817118632199113,09-Nov-1989
726782,9.93973883298484e-05,4.61561128092525e-05,-11.9384367325238,316.071043807789,-0.0246575342465753,0.107848692286609,10-Nov-1989
726792,2.06126320270173e-05,0.000249937669530852,-3.70518480431726,76.5416653222402,-0.0794520547945206,0.250966716362499,20-Nov-1989
726793,2.75267602928505e-05,0.0002346537671157,-3.61000295002224,77.0395405073415,-0.0767123287671233,0.243172262631157,21-Nov-1989
726794,8.96839135990454e-06,0.000238220635384718,-3.24617907180594,72.738921329959,-0.073972602739726,0.24501346925618,22-Nov-1989
726796,-1.2287408018322e-05,0.000237287348773149,-3.33534863693808,73.2013015491671,-0.0684931506849315,0.244533048667933,24-Nov-1989
726799,-3.04930011534677e-06,0.000210053431432125,-2.97161316386838,71.9062720443307,-0.0602739726027397,0.23007273789151,27-Nov-1989
726800,-2.93056722490592e-05,0.000215656876601294,-1.88031081866104,62.9151816606148,-0.0575342465753425,0.233121283677673,28-Nov-1989
726801,-1.46163476626954e-05,0.000198177640589452,-2.25280231221686,66.7651258104569,-0.0547945205479452,0.223474305969483,29-Nov-1989
726802,1.94193342384483e-05,0.000169619293858423,-3.91527503228644,85.9303054316803,-0.0520547945205479,0.206746371315974,30-Nov-1989
726803,5.09835074378725e-05,0.000140141672871405,-5.6190673103863,116.101328057217,-0.0493150684931507,0.187924723130285,01-Dec-1989
726806,1.42625020045593e-05,0.000143767358289453,-5.52580577962163,112.199115251718,-0.0410958904109589,0.190340154168642,04-Dec-1989
726807,2.22386126551542e-05,0.000134633864552443,-6.02568059292546,122.744703777039,-0.0383561643835616,0.184194825842681,05-Dec-1989
726808,3.0646875003615e-05,0.000122464153941176,-6.66682055412843,138.295598987455,-0.0356164383561644,0.17567289715029,06-Dec-1989
726809,2.65609202207516e-05,0.000118480277595595,-6.94284683119997,144.676153302275,-0.0328767123287671,0.172791868888816,07-Dec-1989
726810,3.04947902860032e-05,0.000106267429472363,-7.33832844402126,156.143242106341,-0.0301369863013699,0.163644102328912,08-Dec-1989
726822,6.72965976398803e-05,0.000198222030197758,-5.84614649918822,118.132026001822,-0.0821917808219178,0.223499332459484,20-Dec-1989
726823,2.53837042331498e-05,0.000215033208341106,-5.56316769765217,114.256406623724,-0.0794520547945206,0.232783952415021,21-Dec-1989
726824,4.64218393737092e-06,0.000228119152695197,-5.21062438578331,105.552577649175,-0.0767123287671233,0.23976243759019,22-Dec-1989
726828,-3.5180566232556e-06,0.000203675757124768,-6.77773907680821,136.622055958268,-0.0657534246575342,0.226553063972751,26-Dec-1989
726829,-5.21890310206244e-05,0.000195445478062012,-7.02089761472943,138.4160382527,-0.063013698630137,0.221928503062647,27-Dec-1989
726830,-6.6747773324729e-06,0.000193995873483835,-6.26705829759091,126.302385907865,-0.0602739726027397,0.22110395771656,28-Dec-1989
726831,4.99917356924087e-06,0.000177021908698937,-7.41402810875966,152.348282737618,-0.0575342465753425,0.211209661218733,29-Dec-1989
726837,-0.000112755889242956,0.000141014457696319,-11.6221244937825,274.049989379028,-0.0410958904109589,0.18850900068557,04-Jan-1990
726838,-1.30783179237805e-06,0.000134511760571445,-10.1448051867433,243.558852560465,-0.0383561643835616,0.184111280653859,05-Jan-1990
726841,-6.39620142204799e-05,0.000168465388433159,-6.7170019390675,139.021211992868,-0.0301369863013699,0.206041932346685,08-Jan-1990
726842,-6.42750096960177e-05,0.000163056327393487,-7.52598065228667,159.571258909122,-0.0273972602739726,0.202707164410039,09-Jan-1990
726843,2.47828277283892e-05,9.1419070339103e-05,-11.8864776320731,323.256901966128,-0.0246575342465753,0.151781440648895,10-Jan-1990
726844,5.69155077462663e-05,6.103097003523e-05,-14.4876054751332,470.296721215547,-0.0219178082191781,0.124015339570869,11-Jan-1990
726845,6.98044443628593e-05,4.36023794516051e-05,-16.3394946288042,602.163985316719,-0.0191780821917808,0.104822705659626,12-Jan-1990
726855,-7.27594449041363e-05,0.00028462905176134,-4.89102712033428,99.1386528441206,-0.0767123287671233,0.267818074527949,22-Jan-1990
726856,-7.27031697040022e-05,0.000274487589147116,-4.8831131241328,98.3802376077761,-0.073972602739726,0.263003559795439,23-Jan-1990
726857,-0.000100646036404311,0.000290704881848154,-4.7131131759037,94.6775378936776,-0.0712328767123288,0.270661467936858,24-Jan-1990
726858,-7.84828263606038e-05,0.000264352037431128,-6.05165632723784,118.957862040516,-0.0684931506849315,0.258102137597975,25-Jan-1990
726859,-6.8852736083206e-05,0.000243787064105162,-6.51593202374503,131.317060931016,-0.0657534246575342,0.247859516973831,26-Jan-1990
726862,-0.000109980015139256,0.000167795676157944,-6.76645872102554,133.390893136983,-0.0575342465753425,0.205631978037955,29-Jan-1990
726863,-3.30001172456207e-05,0.000190782579645591,-7.21214167157929,152.134803266652,-0.0547945205479452,0.219265159272258,30-Jan-1990
726864,1.24852522769736e-05,0.00016130114855486,-8.26700478411871,185.061017658149,-0.0520547945205479,0.201613217413504,31-Jan-1990
726865,7.16456962199484e-05,0.000118306703394901,-9.51169820973215,236.799229362688,-0.0493150684931507,0.172665252021115,01-Feb-1990
726866,0.000103796135961156,8.85044124963525e-05,-11.7124064472748,332.572333426235,-0.0465753424657534,0.149342264443395,02-Feb-1990
726869,2.4399602795502e-05,0.000126230461805306,-8.70812528839271,205.788662370923,-0.0383561643835616,0.178353795515927,05-Feb-1990
726870,6.3484967164763e-05,9.25835349253748e-05,-10.6928201249837,283.220836758709,-0.0356164383561644,0.152745051642253,06-Feb-1990
726871,4.00707751858879e-05,0.000101282377792645,-9.72949203697435,244.806499037752,-0.0328767123287671,0.159759692049486,07-Feb-1990
726872,8.65892014189608e-06,0.000115834606515928,-8.46810221324783,200.338620449798,-0.0301369863013699,0.170851751065109,08-Feb-1990
726873,2.77230382565968e-05,9.5798885996034e-05,-8.8213740588159,215.311259845817,-0.0273972602739726,0.155374770381168,09-Feb-1990
726884,1.45921645100232e-05,0.000205322487837459,-4.85089637190173,102.194022021365,-0.073972602739726,0.227467067803319,20-Feb-1990
726885,9.44021674976718e-06,0.000204150687416007,-4.07736303397313,90.9977384544533,-0.0712328767123288,0.226817047923726,21-Feb-1990
726886,5.2265721895851e-05,0.000176847846660398,-4.64321758422155,101.711667371714,-0.0684931506849315,0.21110579660071,22-Feb-1990
726887,4.03002694879112e-05,0.000176697590893531,-3.97381469256886,91.5746913610407,-0.0657534246575342,0.211016096317721,23-Feb-1990
726890,2.10711381326272e-05,0.0001681970695054,-4.70014483392809,103.402806965271,-0.0575342465753425,0.205877782957173,26-Feb-1990
726891,2.55935651404008e-05,0.000159682718770535,-4.5784492010359,101.399085282857,-0.0547945205479452,0.200599215178362,27-Feb-1990
726892,2.26175471542479e-05,0.000155319984016067,-4.53030835730572,101.140051486943,-0.0520547945205479,0.19783992512142,28-Feb-1990
726893,-3.66490653506763e-05,0.000184320422462717,-2.95124283238278,79.2933771928379,-0.0493150684931507,0.215519712464091,01-Mar-1990
726894,3.34714355276468e-05,0.00013382150549292,-4.85880884889191,107.184240810191,-0.0465753424657534,0.183638284091896,02-Mar-1990
726897,-2.34247213662612e-05,0.000149431251774804,-4.59485988638669,102.323804006273,-0.0383561643835616,0.194053279918816,05-Mar-1990
726898,1.63874279935423e-06,0.000130342169616344,-4.81115714523404,105.717293989534,-0.0356164383561644,0.181235280073496,06-Mar-1990
726899,-9.33654298944019e-06,0.000130793939139774,-4.0255726730359,92.6764189521174,-0.0328767123287671,0.181549091606714,07-Mar-1990
726900,-3.08976131102731e-05,0.000135799207929592,-3.23183281422996,83.2685356665452,-0.0301369863013699,0.184990271090826,08-Mar-1990
726901,-8.82602691282832e-05,0.000161769602876116,-1.31566951007091,68.4242241717175,-0.0273972602739726,0.201905769914535,09-Mar-1990
726912,-3.51608416924576e-05,0.000258403692664748,0.36856145002659,59.0057674160743,-0.0821917808219178,0.255181759833097,20-Mar-1990
726913,3.73166520911153e-05,0.000224368705884935,-0.358461801262553,60.7504891529207,-0.0794520547945206,0.237783333905057,21-Mar-1990
726914,-2.12142990336584e-05,0.000231187679216351,0.146182915222349,60.8583187431662,-0.0767123287671233,0.241369623528978,22-Mar-1990
726915,3.18674137524866e-05,0.000206287152534782,-1.12436957650481,64.9162195494121,-0.073972602739726,0.228000794820468,23-Mar-1990
726918,-1.68775515043918e-05,0.000207993041419495,-1.04049205597352,64.7919830485039,-0.0657534246575342,0.228941578656461,26-Mar-1990
726919,-1.88288085470212e-05,0.000204698738736453,-1.11294420918384,65.2972253251162,-0.063013698630137,0.227121293941335,27-Mar-1990
726920,-5.63669888293463e-05,0.000211144714529567,-0.0310927590138456,62.1798043676776,-0.0602739726027397,0.230669608014257,28-Mar-1990
726921,6.1931911451406e-06,0.000176237783909373,-0.418884660983292,63.840713612243,-0.0575342465753425,0.210741361733197,29-Mar-1990
726922,-2.72796958446769e-05,0.000186106030977005,-0.669950021987836,64.9133706074789,-0.0547945205479452,0.216561122564059,30-Mar-1990
726925,5.13402957109995e-06,0.000148789038208865,-1.87737857190754,71.9954962721589,-0.0465753424657534,0.193635837666053,02-Apr-1990
726926,-1.08151470852941e-05,0.000152923067567434,-1.38479078719948,68.4445260712302,-0.0438356164383562,0.196307445164449,03-Apr-1990
